cID,name,inchi,mp,bp,sID,filename,state,state_original,resolution,spectrometer,original_spectrum,collection,origin,owner,source_reference,nist_source,date
C555442,Tripalmitin,"InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3",,,0,C555442_IR_0.jdx,solid,SOLID (COCONITRILE MULL),4,PERKIN-ELMER,cob3663,COBLENTZ,,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3663,COBLENTZ,"Not specified, most likely prior to 1970"
C555599,N-Phenylmaleamic acid,"InChI=1S/C10H9NO3/c12-9(6-7-10(13)14)11-8-4-2-1-3-5-8/h1-7H,(H,11,12)(H,13,14)/b7-6-",,,0,C555599_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5558316,CAS Reg. No. 5558-31-6,,,,0,C5558316_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5558678,"2,2-Diphenylpropionitrile","InChI=1S/C15H13N/c1-15(12-16,13-8-4-2-5-9-13)14-10-6-3-7-11-14/h2-11H,1H3",,,0,C5558678_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5558689,"2,2-diphenylbutyronitrile","InChI=1S/C16H15N/c1-2-16(13-17,14-9-5-3-6-10-14)15-11-7-4-8-12-15/h3-12H,2H2,1H3",,,0,C5558689_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5558781,2-Phenylvaleronitrile,"InChI=1S/C11H13N/c1-2-6-11(9-12)10-7-4-3-5-8-10/h3-5,7-8,11H,2,6H2,1H3",,,0,C5558781_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55590857,"Octanethioic acid, S-hexyl ester","InChI=1S/C14H28OS/c1-3-5-7-9-10-12-14(15)16-13-11-8-6-4-2/h3-13H2,1-2H3",,,0,C55590857_IR_0.jdx,solution,"SOLUTION (11% IN CCl4 FOR 4000-1325, 11% IN CS2 FOR 1325-470 CM^-^1) VS. SOLVENT",4,CARY 90 (GRATING),cob10434,COBLENTZ III,WESTERN REGIONAL RES. USDA,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10434,COBLENTZ,1965/05/13
C55620183,o-Acetoxycinnamic acid,"InChI=1S/C11H10O4/c1-8(12)15-10-5-3-2-4-9(10)6-7-11(13)14/h2-7H,1H3,(H,13,14)/b7-6+",,,0,C55620183_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55638556,"1,2-Cyclopropanedicarboxylic acid, 3-methylene-, diethyl ester","InChI=1S/C10H14O4/c1-4-13-9(11)7-6(3)8(7)10(12)14-5-2/h7-8H,3-5H2,1-2H3",,,0,C55638556_IR_0.jdx,solution,SOLUTION (7% IN CHCl3),4,PERKIN-ELMER,cob3504,COBLENTZ,ABBOTT LABORATORIES - WASHBURN,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3504,COBLENTZ,"Not specified, most likely prior to 1970"
C556489,"1,4-Cyclohexanediol","InChI=1S/C6H12O2/c7-5-1-2-6(8)4-3-5/h5-8H,1-4H2",,,0,C556489_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C556569,"1-Propene, 3-iodo-","InChI=1S/C3H5I/c1-2-3-4/h2H,1,3H2",,,0,C556569_IR_0.jdx,liquid,LIQUID,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob1311,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 1311,COBLENTZ,"Not specified, most likely prior to 1970"
C556569,"1-Propene, 3-iodo-","InChI=1S/C3H5I/c1-2-3-4/h2H,1,3H2",,,1,C556569_IR_1.jdx,solution,SOLUTION (10% IN CCl4 FOR 3800-1333 AND 10% IN CS2 FOR 1333-400 CM^-^1),4,DOW KBr FOREPRISM-GRATING,cob10040,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10040,COBLENTZ,1963/07/25
C55659546,CAS Reg. No. 55659-54-6,,,,0,C55659546_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C556616,"Methane, isothiocyanato-",InChI=1S/C2H3NS/c1-3-2-4/h1H3,,,0,C556616_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,No.290251 (NIST/EPA/NIH MS Database),MSDC-IR,
C556616,"Methane, isothiocyanato-",InChI=1S/C2H3NS/c1-3-2-4/h1H3,35-36 C,,1,C556616_IR_1.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob3767,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3767,COBLENTZ,"Not specified, most likely prior to 1970"
C556649,"Thiocyanic acid, methyl ester",InChI=1S/C2H3NS/c1-4-2-3/h1H3,,,0,C556649_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C556672,"Cyclotetrasiloxane, octamethyl-","InChI=1S/C8H24O4Si4/c1-13(2)9-14(3,4)11-16(7,8)12-15(5,6)10-13/h1-8H3",,,0,C556672_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C556672,"Cyclotetrasiloxane, octamethyl-","InChI=1S/C8H24O4Si4/c1-13(2)9-14(3,4)11-16(7,8)12-15(5,6)10-13/h1-8H3",,175 C,1,C556672_IR_1.jdx,solution,"SOLUTION (6% IN CCl4 FOR 3800-1300, 2% IN CS2 FOR 1300-640, AND 6% IN CCl4 FOR 640-250 CM^-^1)",2,PERKIN-ELMER 521 (GRATING),cob5539,COBLENTZ III,DOW CORNING CORP.,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 5539,COBLENTZ,1965/02/01
C556683,"Cyclooctasiloxane, hexadecamethyl-","InChI=1S/C16H48O8Si8/c1-25(2)17-26(3,4)19-28(7,8)21-30(11,12)23-32(15,16)24-31(13,14)22-29(9,10)20-27(5,6)18-25/h1-16H3",31.5 C,,0,C556683_IR_0.jdx,solution,"SOLUTION (5% IN CCl4 FOR 3800-1300, 2% IN CS2 FOR 1300-650, AND 5% IN CCl4 FOR 650-210 CM^-^1)",2,PERKIN-ELMER 521 (GRATING),cob5598,COBLENTZ III,DOW CORNING CORP.,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 5598,COBLENTZ,1965/02/02
C55669880,"Benzene, 1,4-dimethyl-2-(2-methylpropyl)-","InChI=1S/C12H18/c1-9(2)7-12-8-10(3)5-6-11(12)4/h5-6,8-9H,7H2,1-4H3",,,0,C55669880_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55677979,"Adenosine, 1-benzyl-, hydrobromide","InChI=1S/C17H19N5O4.BrH/c18-15-12-16(20-8-21(15)6-10-4-2-1-3-5-10)22(9-19-12)17-14(25)13(24)11(7-23)26-17;/h1-5,8-9,11,13-14,17-18,23-25H,6-7H2;1H",,,0,C55677979_IR_0.jdx,solid,SOLID (1 mg / 650 mg KBr DISC),2,PERKIN-ELMER 521 (GRATING),cob8213,COBLENTZ III,SOUTHERN RESEARCH INSTITUTE,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 8213,COBLENTZ,1966/11/17
C556821,Prenol,"InChI=1S/C5H10O/c1-5(2)3-4-6/h3,6H,4H2,1-2H3",,,0,C556821_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55685411,"2,6-Dimethyl-2,7-octadien-1-ol","InChI=1S/C10H18O/c1-4-9(2)6-5-7-10(3)8-11/h4,7,9,11H,1,5-6,8H2,2-3H3/b10-7+",,,0,C55685411_IR_0.jdx,,(NEAT),4,UNICAM SP-200,cob10334,COBLENTZ III,BUSH BOAKE ALLEN LTD. VIA SCIENTIFIC DOC. CENTRE LTD.,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10334,COBLENTZ,"Not specified, most likely prior to 1982"
C556901,"4(5H)-Thiazolone, 2-imino-","InChI=1S/C3H4N2OS/c4-3-5-2(6)1-7-3/h1H2,(H2,4,5,6)",241 C DECOMPOSES,,0,C556901_IR_0.jdx,solid,SOLID (KBr PELLET),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob706,COBLENTZ,"TENNESSEE EASTMAN COMPANY, RESEARCH LABORATORIES",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 706,COBLENTZ,"Not specified, most likely prior to 1970"
C557119,"Urea, 2-propenyl-","InChI=1S/C4H8N2O/c1-2-3-6-4(5)7/h2H,1,3H2,(H3,5,6,7)",,,0,C557119_IR_0.jdx,solid,SOLID (SPLIT MULL),2,DOW KBr FOREPRISM-GRATING,cob5704,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 05704,COBLENTZ,1963/05/07
C55712680,"Acetamide, N-[2-[3,4-bis(acetyloxy)phenyl]-2-hydroxyethyl]-N-methyl-","InChI=1S/C15H19NO6/c1-9(17)16(4)8-13(20)12-5-6-14(21-10(2)18)15(7-12)22-11(3)19/h5-7,13,20H,8H2,1-4H3",,,0,C55712680_IR_0.jdx,solid,SOLID (1 mg / 200 mg KBr DISC),2,PERKIN-ELMER 21 (GRATING),cob5031,COBLENTZ III,,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 05031,COBLENTZ,1963/03/20
C55719852,2-Phenylethyl tiglate,"InChI=1S/C13H16O2/c1-3-11(2)13(14)15-10-9-12-7-5-4-6-8-12/h3-8H,9-10H2,1-2H3/b11-3+",,,0,C55719852_IR_0.jdx,liquid,LIQUID,4,PERKIN-ELMER,cob3659,COBLENTZ,,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3659,COBLENTZ,"Not specified, most likely prior to 1970"
C557255,"Butanoic acid, 2,3-dihydroxypropyl ester","InChI=1S/C7H14O4/c1-2-3-7(10)11-5-6(9)4-8/h6,8-9H,2-5H2,1H3",,118-120 C AT 1 mmHg,0,C557255_IR_0.jdx,liquid,LIQUID,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob253,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 253,COBLENTZ,"Not specified, most likely prior to 1970"
C557302,"Ethanedial, dioxime","InChI=1S/C2H4N2O2/c5-3-1-2-4-6/h1-2,5-6H",,,0,C557302_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C557313,Allyl ethyl ether,"InChI=1S/C5H10O/c1-3-5-6-4-2/h3H,1,4-5H2,2H3",,,0,C557313_IR_0.jdx,solution,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob1761,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 1761,COBLENTZ,"Not specified, most likely prior to 1970"
C557313,Allyl ethyl ether,"InChI=1S/C5H10O/c1-3-5-6-4-2/h3H,1,4-5H2,2H3",,,1,C557313_IR_1.jdx,solution,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-650, 10% IN CCl4 FOR 650-250 CM^-^1) VERSUS SOLVENT",4,PERKIN-ELMER 521 (GRATING),cob4827,COBLENTZ III,DOW CORNING CORP.,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 4827,COBLENTZ,1966
C557313,Allyl ethyl ether,"InChI=1S/C5H10O/c1-3-5-6-4-2/h3H,1,4-5H2,2H3",,,2,C557313_IR_2.jdx,solution,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400)",2,BECKMAN IR-9 (GRATING),cob6414,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 6414,COBLENTZ,1965/08/06
C557357,"Octane, 2-bromo-","InChI=1S/C8H17Br/c1-3-4-5-6-7-8(2)9/h8H,3-7H2,1-2H3",,,0,C557357_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C557404,"1-Propene, 3,3'-oxybis-","InChI=1S/C6H10O/c1-3-5-7-6-4-2/h3-4H,1-2,5-6H2",,,0,C557404_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55751547,2-sec-Butylaniline,"InChI=1S/C10H15N/c1-3-8(2)9-6-4-5-7-10(9)11/h4-8H,3,11H2,1-2H3",,,0,C55751547_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55751547,2-sec-Butylaniline,"InChI=1S/C10H15N/c1-3-8(2)9-6-4-5-7-10(9)11/h4-8H,3,11H2,1-2H3",,,1,C55751547_IR_1.jdx,liquid,LIQUID (NEAT),2,BECKMAN IR-4 (HYBRID PRISM-GRATING),cob8463,COBLENTZ III,MONSANTO (J. FREEMAN),COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 08463,COBLENTZ,1959/02/02
C55764379,"2-Pentenoyl chloride, 2-methyl-","InChI=1S/C6H9ClO/c1-3-4-5(2)6(7)8/h4H,3H2,1-2H3/b5-4+",,,0,C55764379_IR_0.jdx,,,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob1989,COBLENTZ,"TENNESSEE EASTMAN COMPANY, RESEARCH LABORATORIES",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 1989,COBLENTZ,"Not specified, most likely prior to 1970"
C557686,Bromoiodomethane,InChI=1S/CH2BrI/c2-1-3/h1H2,,,0,C557686_IR_0.jdx,liquid,LIQUID,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob1304,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 1304,COBLENTZ,"Not specified, most likely prior to 1970"
C557686,Bromoiodomethane,InChI=1S/CH2BrI/c2-1-3/h1H2,,,1,C557686_IR_1.jdx,solution,SOLUTION (10% IN CCl4 FOR 3800-1333 AND 10% IN CS2 FOR 1333-450 CM^-^1),4,DOW KBr FOREPRISM-GRATING,cob10025,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10025,COBLENTZ,1962/04/27
C55776200,"Methyl 2,6-dimethoxy-3-nitrobenzoate","InChI=1S/C10H11NO6/c1-15-7-5-4-6(11(13)14)9(16-2)8(7)10(12)17-3/h4-5H,1-3H3",,,0,C55776200_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C557937,Isopropenyl bromide,"InChI=1S/C3H5Br/c1-3(2)4/h1H2,2H3",,,0,C557937_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C557982,"1-Propene, 2-chloro-","InChI=1S/C3H5Cl/c1-3(2)4/h1H2,2H3",,,0,C557982_IR_0.jdx,solution,"SOLUTION (10% CCl4 FOR 2.6-7.5, 10% CS2 FOR 7.5-24)",2,BECKMAN IR-9 (GRATING),cob5646,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 5646,COBLENTZ,1966/01/04
C557982,"1-Propene, 2-chloro-","InChI=1S/C3H5Cl/c1-3(2)4/h1H2,2H3",,,1,C557982_IR_1.jdx,,,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob4486,COBLENTZ,W.T. BOLLETER,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 4486,COBLENTZ,"Not specified, most likely prior to 1970"
C5580336,"3,4-Dimethylbenzamide","InChI=1S/C9H11NO/c1-6-3-4-8(9(10)11)5-7(6)2/h3-5H,1-2H3,(H2,10,11)",,,0,C5580336_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5580347,"2,3-Dimethylbenzamide","InChI=1S/C9H11NO/c1-6-4-3-5-8(7(6)2)9(10)11/h3-5H,1-2H3,(H2,10,11)",,,0,C5580347_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55804983,"1,1-dimethyl-1-(pentafluorophenyl)silylamine","InChI=1S/C8H8F5NSi/c1-15(2,14)8-6(12)4(10)3(9)5(11)7(8)13/h14H2,1-2H3",,,0,C55804983_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55812,"Benzeneethanamine, 4-methoxy-","InChI=1S/C9H13NO/c1-11-9-4-2-8(3-5-9)6-7-10/h2-5H,6-7,10H2,1H3",,,0,C55812_IR_0.jdx,liquid,LIQUID (NEAT),2,BECKMAN IR-4 (HYBRID PRISM-GRATING),cob9958,COBLENTZ III,UNIVERSITY OF FLORIDA,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 9958,COBLENTZ,1965/10/04
C558134,Carbon tetrabromide,"InChI=1S/CBr4/c2-1(3,4)5",,,0,C558134_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C558134,Carbon tetrabromide,"InChI=1S/CBr4/c2-1(3,4)5",,,1,C558134_IR_1.jdx,solution,"SOLUTION (10% CCl4 FOR 3800-1350, 10% CS2 FOR 1350-400 CM^-^1)",2,DOW KBr FOREPRISM-GRATING,cob6048,COBLENTZ II,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 06048,COBLENTZ,1969/05/08
C558134,Carbon tetrabromide,"InChI=1S/CBr4/c2-1(3,4)5",,,2,C558134_IR_2.jdx,solid,SOLID (KBr DISC),2,BECKMAN IR-9 (GRATING),cob6047,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 06047,COBLENTZ,1969/05/07
C55816176,3-Methyl-4-decanol,"InChI=1S/C11H24O/c1-4-6-7-8-9-11(12)10(3)5-2/h10-12H,4-9H2,1-3H3",,,0,C55816176_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5581759,6-Phenylhexanoic acid,"InChI=1S/C12H16O2/c13-12(14)10-6-2-5-9-11-7-3-1-4-8-11/h1,3-4,7-8H,2,5-6,9-10H2,(H,13,14)",,,0,C5581759_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C558178,tert-Butyl iodide,"InChI=1S/C4H9I/c1-4(2,3)5/h1-3H3",,,0,C558178_IR_0.jdx,solution,"SOLUTION (10% CCl4 FOR 3800-1340, 10% CS2 FOR 1340-450)",2,DOW KBr FOREPRISM-GRATING,cob5665,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 05665,COBLENTZ,1962/03/08
C558178,tert-Butyl iodide,"InChI=1S/C4H9I/c1-4(2,3)5/h1-3H3",,,1,C558178_IR_1.jdx,liquid,LIQUID,4,PERKIN-ELMER 521 (GRATING),cob10019,COBLENTZ III,STANDARD OIL OF OHIO,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10019,COBLENTZ,1971/06/22
C558258,Methanesulfonyl fluoride,"InChI=1S/CH3FO2S/c1-5(2,3)4/h1H3",,,0,C558258_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5582627,"Propargyl alcohol, TMS derivative","InChI=1S/C6H12OSi/c1-5-6-7-8(2,3)4/h1H,6H2,2-4H3",,,0,C5582627_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
